,tweetId,tweetText,tweetLength,tweetCount@,tweetCount#,tweetAttachments,tweetContextAnnotations,tweetConversationId,tweetCreatedAt,tweetReplyToUserId,tweetLanguage,tweetImpressionCount,tweetLikeCount,tweetReplyCount,tweetRetweetCount,tweetPossiblySensitive,tweetSource
52,1616524886201225217,"Use pinned Lists to improve your Twitter experience!

1. Tap Lists on your profile page.
2. Create list of accounts to follow.
3. Tap pin icon. 

This allows you to swipe left/right between For You, Following and Lists.",219,0,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1616524886201225217,20-01-2023,,en,12014655,66969,11758,9800,False,
53,1616179085507702785,"Twitter is arguably already the least wrong source of truth on the Internet, but we obviously still have a long way to go.

Enabling @CommunityNotes to operate at very large scale and providing maximum transparency about how Twitter works are fundamental to building trust.",273,1,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1616179085507702785,19-01-2023,,en,13846832,167688,14411,17499,False,
54,1616173610259083264,"Coming soon are notifications if you’ve replied, liked or retweeted something subsequently corrected by community https://t.co/uBSjJxV7Ww",137,0,0,,"Business Taxonomy, Brand, Unified Twitter Taxonomy, Person, Entities [Entity Service], Product, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1616173610259083264,19-01-2023,,en,9392908,44893,3842,4982,False,
55,1616026394240356352,🛡️ VE RI TAS 🛡️,15,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1616026394240356352,19-01-2023,,et,44430866,253777,14559,21395,False,
56,1615805981723889665,Great work by Tesla Team! https://t.co/aTu71lNuCl,49,0,0,,"Brand Vertical, Business Taxonomy, Entities [Entity Service], Unified Twitter Taxonomy, Technology, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1615805981723889665,18-01-2023,,en,9832384,45801,3150,4275,False,
57,1615777094281334784,Why did American media go from questioning the State and “speaking truth to power” to doing their bidding?,106,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1615777094281334784,18-01-2023,,en,29722863,307448,34780,40155,False,
58,1615753259972702208,The World Economic Forum should control the world,49,0,0,{'poll_ids': ['1615753258324357121']},"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1615753259972702208,18-01-2023,,en,26636208,112043,40844,41872,False,
59,1615748582145150978,"Media want to control what you know, which is why citizen journalism is essential https://t.co/cVL6C1VZXm",105,0,0,,"Business Taxonomy, Brand, Product, Unified Twitter Taxonomy, Technology, Person, Entities [Entity Service], Interests and Hobbies Vertical, Interests and Hobbies Category, ",1615748582145150978,18-01-2023,,en,18453080,212024,10863,36372,False,
60,1615406697849442304,"The party is on!! 🚀 💫 ♥️
https://t.co/zoa3qmcXqC",48,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1615406697849442304,17-01-2023,,en,16169062,150032,10349,15389,False,
61,1615398789585731587,"Companies in general are missing the incredible opportunity that Twitter provides to reach customers. 

Just Tweet interesting things! That’s all it takes. https://t.co/XTzhNNwgt6",179,0,0,,"Entities [Entity Service], Business Taxonomy, Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, Person, ",1615398789585731587,17-01-2023,,en,11029882,58555,4840,6151,False,
62,1615397502798409729,The Car Aquatic https://t.co/P7KYF8J8HF,39,0,0,,"Business Taxonomy, Unified Twitter Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1615397502798409729,17-01-2023,,en,21930686,125058,7233,10998,False,
63,1615194151737520128,"Trashing accounts that you hate will cause our algorithm to show you more of those accounts, as it is keying off of your interactions.

Basically saying if you love trashing *that* account, then you will probably also love trashing *this* account. Not actually wrong lol.",271,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1615194151737520128,17-01-2023,,en,23341217,201179,21918,18954,False,
64,1614851530016067586,Kudos to the BBC for self-labelling its state affiliation,57,0,0,,"Brand Vertical, Entities [Entity Service], Business Taxonomy, Unified Twitter Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1614851530016067586,16-01-2023,,en,24363967,152161,7864,12012,False,
65,1614794711449079808,And that’s how we will land on Mars https://t.co/iSAUrbA0tX,59,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1614794711449079808,16-01-2023,,en,19771483,170344,12799,16911,False,
66,1614775803644116993,Falcon Heavy Ascends https://t.co/tXZBbuoyRr,44,0,0,{'media_keys': ['3_1614775794693451776']},"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1614775803644116993,16-01-2023,,en,16794670,151060,5772,9094,False,
67,1614761844010528770,Instagram makes people depressed &amp; Twitter makes people angry. Which is better?,83,0,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1614761844010528770,15-01-2023,,en,75176060,653036,148517,54238,False,
68,1614184244703793152,"Good assessment of our goal
https://t.co/13GpEZlu0Z",51,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1614184244703793152,14-01-2023,,en,10747311,66117,5467,7267,False,
69,1614121055022350336,deamplify means shadowban https://t.co/oCLSupDM3M,49,0,0,,"Person, Politician, Business Taxonomy, Unified Twitter Taxonomy, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1614121055022350336,14-01-2023,,en,10730658,74004,4526,15532,False,
70,1614105828205760513,I wonder what would have happened in 2009 if the Fed had raised rates instead of lowering them 🤔 https://t.co/uDGUqg4GKq,120,0,0,{'media_keys': ['3_1614105802570174465']},"Business Taxonomy, Interests and Hobbies, Political Body, Unified Twitter Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1614105828205760513,14-01-2023,,en,21405283,91097,7483,9561,False,
71,1613995936585519104,"Twitter will publish tweet recommendation code &amp; make account/tweet status visible no later than next month.

Transparency builds trust.",140,0,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1613995936585519104,13-01-2023,,en,16616263,158205,9583,15829,False,
72,1613932601882054658,virtue rises with the sun,25,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1613932601882054658,13-01-2023,,en,28290473,199530,14808,16660,False,
73,1613900363652009992,"Bookmark button moving to tweet details page, fixing image length crop &amp; other minor bug fixes next week",108,0,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1613900363652009992,13-01-2023,,en,19827180,121983,9242,9097,False,
74,1613537584231362561,Starship launch attempt soon https://t.co/QBprVsAH7m,52,0,0,{'media_keys': ['3_1613537579730898946']},"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1613537584231362561,12-01-2023,,en,24367050,329200,14282,26897,False,
75,1613249758256328705,Some things that your party tells you are false and some things that the other party says are true,98,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1613249758256328705,11-01-2023,,en,33916549,315618,31366,26900,False,
76,1612699840571637760,All four orbital launch pads fully loaded with rockets for the first time! https://t.co/EXlB0p5vWN,98,0,0,,"Entities [Entity Service], Business Taxonomy, Brand, Interests and Hobbies Category, Political Body, Unified Twitter Taxonomy, Fields of study, Person, Interests and Hobbies Vertical, Events [Entity Service], ",1612699840571637760,10-01-2023,,en,20944057,93041,6141,7661,False,
77,1612230045493248001,I hope that the people of Brazil are able to resolve matters peacefully,71,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1612230045493248001,08-01-2023,,en,60522681,401422,36629,25599,False,
78,1612213483625668608,(Chart by James Stephenson) https://t.co/rOHfjXGVmU,51,0,0,{'media_keys': ['3_1612213480320368643']},"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1612213483625668608,08-01-2023,,en,22382166,86519,6590,8188,False,
79,1611932793130438656,"Easy swipe right/left to move between recommended vs followed tweets rolls out later this week.

First part of a much larger UI overhaul.

Bookmark button (de facto silent like) on Tweet details rolls out a week later.

Long form tweets early Feb.",247,0,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611932793130438656,08-01-2023,,en,26337764,168512,12401,13649,False,
80,1611857881808375808,Plaid is sickkk https://t.co/OxBD8Zv7Xq,39,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, Product Taxonomy, ",1611857881808375808,07-01-2023,,en,27449149,84622,8327,5506,False,
81,1611768674653982720,Thread on how safe Tesla cars are https://t.co/M3Hf3q4kh3,57,0,0,,"Business Taxonomy, Person, Entities [Entity Service], Brand, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611768674653982720,07-01-2023,,en,19318007,51900,5952,4916,False,
82,1611423667107549184,8 years later &amp; still no laws … 😢 https://t.co/9fjb24XvFG,61,0,0,{'media_keys': ['3_1611423661269061632']},"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611423667107549184,06-01-2023,,en,59087428,405933,27272,31111,False,
83,1611146457222086657,"If I dig my grave deep enough, maybe it comes out other side of Earth 🤔",71,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611146457222086657,05-01-2023,,en,45079858,335819,47923,20736,False,
84,1611144990348161026,Some habits are hard to break lol.  Maybe I should just get bulletproof shoes … https://t.co/8Ve7it6X0T,103,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611144990348161026,05-01-2023,,en,21086240,99614,10491,6282,False,
85,1611112185895473163,Ouch my feet!! https://t.co/4pqBY6rZDu,38,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611112185895473163,05-01-2023,,en,25618772,86206,8907,4790,False,
86,1611035401225113600,Elon Musk should,16,0,0,{'poll_ids': ['1611035400629542914']},"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1611035401225113600,05-01-2023,,en,58428061,136202,33375,10601,False,
87,1611032877336236032,Sped up trip there &amp; back again https://t.co/h9z4vt7kER,59,0,0,,"Business Taxonomy, Entities [Entity Service], Interests and Hobbies Category, Unified Twitter Taxonomy, Fields of study, Person, Interests and Hobbies Vertical, ",1611032877336236032,05-01-2023,,en,38024437,199810,22167,21098,False,
88,1610945173466546176,Kevin McCarthy should be Speaker,32,0,0,,"Person, Politician, Business Taxonomy, Unified Twitter Taxonomy, Interests and Hobbies Vertical, Interests and Hobbies Category, ",1610945173466546176,05-01-2023,,en,57732967,166690,64961,11705,False,
89,1610454795177062401,"12 months ago, I was Person of the Year",39,0,0,,"Business Taxonomy, Person, Interests and Hobbies Vertical, Interests and Hobbies Category, Unified Twitter Taxonomy, ",1610454795177062401,04-01-2023,,en,88321195,724965,96737,42617,False,
